Lat,Lng,Distance (meters),Distance (feet),Distance (miles),Elevation (meters),Elevation (feet),Slope (degrees),Aspect (degrees),Landcover,Canopy (percent),Linear Grade (percent)
36.58305239811682,-118.24773743600117,2120,6954,1.3170819255785828,2807,9209,32,113,Shrub,25,21.03
36.58284567378113,-118.24794513592454,2149,7051,1.3354546527729334,2813,9229,29,92,Shrub,21,19.61
36.58263579708489,-118.24812961352768,2178,7145,1.3532238490802684,2817,9242,30,101,Shrub,20,11.29
36.582903567912936,-118.24807938976403,2208,7244,1.371954612732468,2822,9259,32,114,Shrub,16,19.09
36.5827144808924,-118.24825944989325,2234,7331,1.388419463266759,2827,9275,32,102,Shrub,20,16.22
36.58248790575992,-118.2484508604592,2265,7431,1.4073576484496828,2831,9288,27,110,Shrub,20,10.95
36.582250894924435,-118.24860656723062,2295,7529,1.425893212716129,2834,9298,30,83,Shrub,27,7.45
36.58200812189132,-118.24846409480436,2325,7627,1.4444571669665494,2837,9308,22,34,Shrub,34,9.56
36.581778560314085,-118.24828928015704,2355,7725,1.4630696188423813,2841,9321,19,44,Shrub,26,30.06
36.581671598972804,-118.24841768020543,2371,7779,1.4733459620285816,2845,9334,20,50,Shrub,40,14.15
36.581406850037844,-118.24838473750316,2401,7876,1.491749990485552,2850,9350,21,63,Shrub,28,15.65
36.581133536094086,-118.24836668509946,2431,7976,1.510681850684906,2854,9364,21,59,Shrub,25,33.56
36.58100698129336,-118.24844639951891,2447,8028,1.520491799455637,2859,9380,23,57,Shrub,16,14.67
36.58120445979087,-118.2486787006337,2477,8127,1.539282194591606,2864,9396,21,59,Shrub,16,15.2
36.58139536973885,-118.24891548919244,2507,8226,1.5579199628135956,2868,9409,23,84,Forest,16,12.23
36.58157,-118.24911304517072,2533,8312,1.574239268971894,2871,9419,20,30,Shrub,34,12.49
36.58171347795484,-118.24939347795484,2563,8410,1.5927087775231101,2875,9432,24,75,Shrub,34,11.55
36.581955204350855,-118.24952897236089,2593,8506,1.6110448196695693,2879,9446,27,72,Shrub,25,17.7
36.581709560664635,-118.249609290607,2621,8599,1.628612048102538,2885,9465,28,80,Shrub,20,31.79
36.581549222158024,-118.24973572186914,2642,8668,1.6417391324834003,2890,9482,31,84,Shrub,20,14.75
36.58180695667741,-118.24981939133548,2672,8766,1.6601625752304818,2893,9491,29,80,Shrub,14,5.63
36.582070285410644,-118.24990462329382,2702,8865,1.6789823528591348,2897,9505,22,93,Shrub,0,16.57
36.58185166199614,-118.24997833239922,2727,8948,1.6946490736166357,2901,9518,26,74,Shrub,14,12.56
36.58159215109595,-118.25006421953091,2757,9046,1.7132226972330902,2905,9531,22,82,Shrub,21,13.81
36.58132034897294,-118.25010540167077,2788,9146,1.7321620547789536,2908,9541,25,76,Shrub,21,10.13
36.58106848355607,-118.25000969671122,2817,9242,1.7503767180398042,2911,9551,20,57,Shrub,28,10.88
36.580803829287724,-118.24993691464385,2847,9341,1.769124081841904,2915,9564,22,49,Forest,34,35.97
36.580752273051694,-118.2500545461034,2859,9380,1.776567801384786,2920,9580,17,67,Forest,34,31.42
36.58072341233555,-118.25022467799923,2875,9431,1.7862263741072948,2924,9593,20,72,Forest,27,15.32
36.58047088359997,-118.25031336205714,2904,9527,1.8043752322416144,2928,9606,22,63,Shrub,19,12.45
36.580217165269005,-118.2501988067247,2934,9626,1.8230429941363246,2932,9619,21,43,Shrub,16,36.33
36.580170330846784,-118.25031392150538,2945,9664,1.8302109480874114,2936,9633,21,50,Shrub,16,10.05
36.58038042338038,-118.25051810220458,2975,9761,1.8486449202725754,2938,9639,18,66,Shrub,19,5.06
36.580630729798735,-118.25065536489936,3006,9861,1.8675631459646402,2941,9649,22,81,Shrub,19,7.57
36.58084176371905,-118.25086088185952,3035,9959,1.8860940843071934,2944,9659,22,79,Shrub,27,10.88
36.58110949955166,-118.2509,3065,10057,1.9047405591596127,2947,9669,29,92,Shrub,21,14.87
36.581283920581946,-118.25095633109603,3085,10123,1.9172044905633863,2950,9678,30,81,Shrub,22,14.36
36.581027474185895,-118.25106207108814,3116,10222,1.9358901001010207,2954,9692,29,98,Shrub,21,13.52
36.58078704503107,-118.2512252194432,3146,10322,1.9548294575030123,2958,9705,28,85,Shrub,18,12.08
36.580515865327186,-118.2512214663318,3176,10421,1.9735882765487913,2962,9718,27,67,Shrub,18,15.18
36.58024437574544,-118.25121408323395,3206,10520,1.9923718489598854,2966,9731,27,79,Shrub,17,10.06
36.579982665807684,-118.25112944408653,3237,10618,2.011074999550122,2969,9741,30,62,Shrub,20,8.82
36.579730127227585,-118.25100845453358,3267,10717,2.0297914150801857,2972,9751,25,56,Shrub,22,8.85
36.57945819238126,-118.25097902666684,3297,10817,2.0486722001832955,2975,9760,22,69,Shrub,25,15.77
36.57928260238572,-118.25096232763431,3317,10881,2.0608532319432764,2978,9770,19,45,Shrub,25,14.54
36.57947584135485,-118.25117904606454,3346,10976,2.0788413604452693,2982,9783,27,56,Shrub,26,12.41
36.57967087712288,-118.25141270951272,3376,11075,2.0975618484014604,2985,9793,24,72,Shrub,19,11.82
36.57989668698556,-118.25159400609567,3406,11173,2.1161461514971425,2989,9806,29,89,Shrub,21,8.79
36.58015961822471,-118.2516876600977,3436,11273,2.1350626149176386,2992,9816,35,70,Shrub,18,65.78
36.58013405693871,-118.25175269070098,3443,11294,2.139084292382508,2996,9829,40,76,Shrub,18,11.68
36.57986231728,-118.25177990668236,3473,11394,2.157941379282617,2999,9839,35,94,Shrub,21,9.98
36.579595065123996,-118.2517660173664,3503,11492,2.176443460931381,3003,9852,27,65,Shrub,27,11.9
36.579326285981715,-118.25175865300393,3533,11590,2.195039572966126,3006,9862,29,87,Shrub,23,11.3
36.57906791359933,-118.25170901080008,3562,11685,2.2131228158641174,3010,9875,24,78,Shrub,26,14.04
36.57882416018833,-118.25184282227454,3591,11783,2.2315490111669276,3013,9885,23,79,Shrub,24,9.48
36.57856230922653,-118.2517523092265,3622,11882,2.2503462529885456,3016,9895,20,41,Shrub,22,7.07
36.57836769869214,-118.25151539738428,3652,11981,2.269171374873787,3018,9902,27,24,Shrub,30,6.8
36.57817458055458,-118.25128158939341,3682,12080,2.287802250017025,3021,9911,20,35,Forest,32,10.31
36.57795489003865,-118.25108611254831,3712,12178,2.306479033522852,3024,9921,13,25,Shrub,37,14.19
36.577761416010794,-118.25120124016192,3736,12257,2.3213112074378284,3027,9931,7,103,Shrub,43,12.9
36.577723998345746,-118.2515320033085,3766,12355,2.3398656365333514,3031,9944,11,101,Forest,46,13.87
36.57749811569534,-118.251676482348,3794,12447,2.357430681160166,3035,9957,14,64,Forest,27,13.59
36.57723378282614,-118.2517343782826,3824,12545,2.3759954174849307,3039,9970,18,52,Forest,36,15.07
36.57696402708643,-118.25169,3854,12645,2.394816714316133,3043,9984,15,49,Forest,36,12.07
36.57669466796037,-118.25165233398018,3884,12744,2.4135655537012144,3048,10000,11,44,Forest,57,19.38
36.57644696909861,-118.25164229454326,3912,12834,2.4307081039730307,3051,10010,7,212,Forest,31,5.37
36.57617631601304,-118.2516483806184,3942,12933,2.449432390361978,3052,10013,5,111,Shrub,29,-0.85
36.575917193710126,-118.25154487748405,3972,13032,2.468255599475353,3054,10020,1,176,Forest,40,4.48
36.575654112167214,-118.25153593881788,4002,13129,2.4864598783978127,3055,10023,17,82,Forest,54,8.76
36.57543560656578,-118.25148336881253,4026,13210,2.5018535624169265,3058,10033,12,317,Forest,54,11.07
36.5754381114814,-118.25115258527734,4056,13307,2.520229085606799,3060,10039,12,210,Shrub,26,3.37
36.575298225527135,-118.25086614107394,4086,13405,2.5388518535621922,3062,10046,2,38,Shrub,50,6.22
36.575184503230055,-118.25059038065261,4114,13496,2.5560718107980978,3062,10046,10,89,Shrub,20,0.51
36.574969739788585,-118.25048872012081,4139,13580,2.5719642902564277,3063,10049,11,95,Shrub,21,-0.96
36.574712037653725,-118.25058515591297,4169,13678,2.5905772480494744,3063,10049,7,149,Shrub,20,-1.44
36.57444420317529,-118.25064444622184,4199,13778,2.609394000444767,3063,10049,2,27,Shrub,20,1.74
36.574196274406724,-118.25078845323922,4230,13878,2.628317379880707,3064,10052,3,29,Shrub,19,5.54
36.57405259307256,-118.25105897944164,4259,13973,2.646334226348428,3066,10059,4,71,Barren,19,10.88
36.57400219385062,-118.25137967691563,4288,14069,2.6644868815580267,3070,10072,21,111,Barren,0,19.91
36.57384403842812,-118.25164192314378,4317,14165,2.6827049559000016,3074,10085,40,110,Barren,0,12.75
36.57368157199074,-118.25191422722224,4348,14264,2.7015491356212227,3078,10098,24,122,Barren,0,12.51
36.57349878483911,-118.25214373838698,4377,14359,2.719504800748138,3081,10108,20,88,Barren,0,22.2
36.5736587795126,-118.2521324409748,4394,14418,2.730589506799966,3086,10125,34,129,Barren,0,17.73
36.573436776020046,-118.25230837251564,4424,14514,2.7487917878290413,3090,10138,34,95,Barren,0,8.94
36.573168311767475,-118.25232676090015,4454,14612,2.7673896927077037,3092,10144,27,76,Shrub,0,7.32
36.5729117770737,-118.25221424539168,4484,14711,2.7862029689675154,3095,10154,18,42,Shrub,22,19.34
36.572786770298784,-118.25226523317227,4499,14759,2.7953018484797005,3098,10164,24,58,Shrub,22,10.49
36.57293626094343,-118.2525450437737,4529,14858,2.8139708182056546,3101,10174,29,46,Shrub,22,10.34
36.57313543506915,-118.25276834805531,4558,14956,2.832509498564008,3105,10187,17,78,Barren,11,12.8
36.57338431339141,-118.25284162474532,4587,15049,2.8501992643671126,3108,10197,27,121,Barren,0,40.74
36.573467954115245,-118.25284694497026,4596,15080,2.855992286431036,3112,10210,32,124,Barren,0,24.6
36.57336522131033,-118.25301422248276,4615,15141,2.867690329990388,3117,10226,39,127,Barren,0,15.78
36.57360751265072,-118.25285927487081,4645,15241,2.8865308752403327,3121,10240,47,129,Barren,0,30.88
36.573541353938836,-118.25296932303058,4658,15281,2.8941671939982796,3125,10253,47,122,Shrub,21,27.02
36.573471943664266,-118.25310127887002,4672,15327,2.9029297799473284,3130,10269,31,114,Barren,0,25.35
36.57340995119033,-118.25334005857161,4694,15401,2.9168700002074583,3134,10282,29,132,Barren,0,11.94
36.57316545678849,-118.2533690913577,4722,15491,2.9338585500681402,3137,10292,20,80,Barren,12,11.07
36.57290795325525,-118.25325812867591,4752,15590,2.9527066615899455,3141,10305,30,55,Shrub,23,13.99
36.572713188884556,-118.25322154812795,4774,15662,2.9663310240481255,3144,10315,17,51,Barren,18,12.59
36.5728565815017,-118.25350544200228,4804,15761,2.9849613389526044,3148,10328,20,46,Shrub,23,14.02
36.573060886814424,-118.25372226604432,4834,15859,3.003529785822185,3152,10341,28,75,Shrub,22,12.54
36.57321628338046,-118.25395141690228,4861,15947,3.0201904617707642,3156,10354,18,60,Shrub,24,13.56
36.573168346201335,-118.25427496139602,4890,16043,3.03846687793453,3159,10364,15,115,Shrub,21,10.48
36.57309,-118.25460058802726,4920,16143,3.057350004700796,3159,10364,27,216,Shrub,21,-22.34
36.57313771378486,-118.25483665420603,4942,16214,3.0708725862456347,3156,10354,19,305,Forest,36,-11.57
36.57294554413486,-118.25507412973957,4972,16313,3.089600044379713,3154,10348,21,299,Forest,48,-8.69
36.57277376845422,-118.25533763902666,5003,16413,3.1084535308426995,3153,10344,8,32,Shrub,41,-2.86
36.572591923695775,-118.25558605722817,5033,16511,3.127125720313982,3152,10341,8,210,Shrub,42,1.53
36.572335832549705,-118.25570400570496,5063,16611,3.146012646136281,3152,10341,10,231,Forest,41,2.37
36.572141968784685,-118.25592428854377,5092,16707,3.164166532814443,3153,10344,5,326,Forest,41,5.11
36.57196226346839,-118.25617773653161,5122,16806,3.182947977694103,3154,10348,6,314,Shrub,41,4.27
36.571744744952646,-118.25638262752369,5153,16906,3.201814061973076,3155,10351,6,287,Shrub,32,1.14
36.57149231840586,-118.25650152239122,5183,17004,3.220482016065812,3155,10351,9,249,Shrub,53,2.58
36.57131980522511,-118.25675404750794,5213,17101,3.238898983483886,3157,10358,7,66,Shrub,37,10.69
36.57117879902772,-118.2570354306549,5242,17199,3.2573237329304146,3159,10364,10,55,Shrub,30,6.75
36.57103177239476,-118.25731468281572,5272,17297,3.2758731866767614,3161,10371,24,322,Shrub,30,6.44
36.57094,-118.25761891471691,5301,17392,3.293926780796986,3163,10377,6,97,Shrub,28,3.1
36.570987309111246,-118.25794779094468,5331,17490,3.3124873506488797,3163,10377,4,28,Shrub,27,0.24
36.571120778951716,-118.25823623161376,5361,17588,3.3309802188812743,3164,10381,4,28,Shrub,45,0.26
36.571093156089574,-118.25852,5386,17671,3.3468595345017116,3163,10377,4,53,Shrub,31,-4.35
36.57134797318499,-118.25860797318501,5416,17768,3.365150358346676,3162,10374,5,331,Shrub,34,-6.65
36.57155313476298,-118.25881833068567,5445,17865,3.3835336564689427,3161,10371,2,173,Shrub,40,-1.32
36.571755573381296,-118.25904114676258,5475,17964,3.402222929294377,3161,10371,16,62,Shrub,38,1.75
36.571946841500555,-118.25925719308323,5504,18058,3.420085673886346,3163,10377,13,131,Barren,20,18.05
36.572094408264206,-118.25941361928314,5526,18129,3.433490882363139,3167,10390,19,106,Shrub,17,45.26
36.57214250593292,-118.25954,5538,18170,3.4412599095646224,3172,10407,24,94,Barren,0,37.88
36.57206491628426,-118.25968508371574,5554,18221,3.450942943041443,3176,10420,24,104,Shrub,17,59.04
36.57208614554519,-118.25976231267289,5561,18245,3.4554774737788416,3181,10436,22,111,Barren,0,28.06
36.57222505675668,-118.25980965945993,5577,18298,3.4654395257216217,3185,10449,24,117,Barren,17,20.33
36.57211719477329,-118.2600157315911,5599,18370,3.4791037877421926,3190,10466,24,117,Barren,17,17.44
36.5723221838556,-118.25994689686641,5623,18447,3.493789566266212,3193,10476,29,118,Barren,17,11.38
36.572135256682245,-118.26018457219624,5652,18545,3.512269431685458,3197,10489,27,116,Barren,17,14.77
36.57234777103532,-118.26008929004873,5678,18627,3.5278930946571823,3201,10502,28,123,Barren,17,45.02
36.57242557485914,-118.26014311376443,5688,18660,3.534049638359749,3206,10518,33,118,Barren,0,14.89
36.57225246884132,-118.26039645527888,5717,18757,3.552527590939633,3209,10528,35,122,Barren,17,11.63
36.57200016761497,-118.26051993824711,5747,18856,3.5712791522907734,3214,10545,33,88,Shrub,18,39.51
36.57192293008896,-118.26061186590329,5759,18895,3.5786697963154332,3218,10558,38,92,Shrub,18,67.22
36.57196743099805,-118.26067057088932,5767,18919,3.583154230616194,3224,10577,43,90,Shrub,18,19.51
36.57172250203817,-118.26081031071661,5797,19017,3.601789895133139,3229,10594,48,127,Barren,13,17.57
36.57154084136679,-118.26106405681355,5827,19117,3.6206735442199385,3232,10604,48,127,Barren,0,7.01
36.571284450431286,-118.26111298424021,5856,19212,3.6386153287570746,3236,10617,20,79,Barren,0,12.56
36.57106718884657,-118.2613084334603,5886,19310,3.657155338482691,3240,10630,20,103,Barren,0,15.37
36.571263294797845,-118.2613730635849,5908,19384,3.671187208688702,3244,10643,20,73,Barren,0,17.18
36.57107469359741,-118.26157689087165,5936,19475,3.6884614750443077,3248,10656,17,89,Barren,0,10.14
36.57086249784645,-118.26177333620473,5965,19572,3.706751586611073,3250,10663,10,92,Shrub,20,7.39
36.57064751769869,-118.2619824823013,5996,19671,3.7256226510382,3253,10673,17,327,Shrub,29,10.04
36.57042719504005,-118.26213036528031,6024,19763,3.7429357611665317,3257,10686,22,309,Shrub,40,36.85
36.57039219831512,-118.26199737065645,6036,19804,3.750710435484528,3262,10702,22,315,Shrub,40,38.4
36.57031283919973,-118.2618395477337,6053,19858,3.76105458613241,3267,10719,25,308,Shrub,40,18.47
36.57012581407028,-118.26203691834189,6080,19948,3.778012670225573,3272,10735,27,328,Shrub,36,14.93
36.570247767909464,-118.26173180343538,6111,20048,3.7969457594471554,3277,10751,39,301,Shrub,22,36.19
36.57025261282783,-118.26155318289625,6127,20100,3.806874282021225,3283,10771,23,214,Shrub,22,34.59
36.57012798927056,-118.26144840214589,6143,20155,3.81727581015162,3289,10791,20,334,Shrub,15,21.65
36.569926162084954,-118.2616576162085,6173,20251,3.835441083358295,3294,10807,19,295,Shrub,22,18.57
36.569674733114276,-118.26173778649142,6201,20346,3.853393783872944,3299,10823,17,156,Shrub,24,19.21
36.56957865920263,-118.26193396641182,6222,20413,3.866158508766469,3303,10837,40,289,Shrub,28,11.46
36.56938218119145,-118.26215854587235,6252,20511,3.8846072386711348,3307,10850,19,299,Shrub,30,33.25
36.56931327427168,-118.2620650885925,6263,20548,3.8916551781084867,3311,10863,20,301,Shrub,26,9.7
36.56937259852794,-118.26176094521581,6291,20640,3.909042540923558,3314,10873,14,324,Shrub,23,11.85
36.56934680646541,-118.26145041939624,6319,20731,3.9263853149452665,3318,10886,13,340,Barren,0,13.89
36.5693,-118.26112111186963,6349,20829,3.944963761477327,3323,10902,29,335,Barren,0,42.38
36.5691822736461,-118.26099378941018,6366,20886,3.9557499560292317,3329,10922,20,319,Barren,0,19.43
36.56904734026596,-118.26127443289006,6395,20982,3.97392092942288,3335,10942,19,31,Shrub,15,22.55
36.56900411325535,-118.2615841381417,6424,21075,3.9913840668520812,3340,10958,15,29,Shrub,19,33.81
36.56888726721971,-118.26150506650866,6438,21123,4.000582965373727,3346,10978,25,27,Shrub,19,19.9
36.5686406886689,-118.26163138091304,6468,21220,4.019026077739916,3352,10997,11,78,Barren,0,19.33
36.5685330548789,-118.26193864498268,6498,21319,4.037648787507147,3357,11014,10,60,Barren,24,19.53
36.568404412788894,-118.26222414593222,6527,21415,4.055835092993648,3362,11030,13,35,Barren,0,9.13
36.568201933371554,-118.26244756921312,6557,21514,4.074549192135195,3365,11040,11,118,Barren,16,7.92
36.56802203650017,-118.2626794598458,6586,21608,4.092460135829733,3367,11047,9,136,Shrub,19,5.2
36.567843044346695,-118.26293054184995,6616,21707,4.111111026953935,3371,11060,18,270,Barren,0,15.71
36.567712429624166,-118.26322018766888,6646,21804,4.129565040059887,3376,11076,24,216,Barren,0,23.39
36.56757100899788,-118.26350522494702,6676,21902,4.148177998351262,3382,11096,12,45,Barren,6,25.43
36.56751526572339,-118.2638132297842,6704,21995,4.16571816940689,3388,11115,16,32,Barren,0,21.43
36.567385812647004,-118.26409068852902,6733,22089,4.183544459682884,3394,11135,10,62,Barren,6,21.76
36.567413914408434,-118.26433361863855,6755,22161,4.197179662341228,3401,11158,30,123,Barren,0,26.1
36.56720185104894,-118.26453507309213,6784,22259,4.215630196487745,3407,11178,12,73,Barren,0,22.4
36.56709807987124,-118.26480821298998,6811,22347,4.232416542175806,3414,11201,14,58,Barren,0,27.77
36.56726190310491,-118.26500247751608,6837,22430,4.248065299673118,3421,11224,39,96,Barren,0,26.23
36.567063233886536,-118.26521587109231,6866,22526,4.26621432932705,3429,11250,25,101,Barren,0,30.19
36.566999699641876,-118.26554241388773,6896,22624,4.284880162532409,3436,11273,28,119,Barren,0,21.51
36.56691594012348,-118.2658669820215,6926,22724,4.303819519472461,3442,11293,24,121,Barren,0,12.81
36.566882741598185,-118.2661915967131,6956,22820,4.321999161590109,3447,11309,29,169,Barren,0,15.1
36.566889841516414,-118.2665323927878,6986,22920,4.340938519209642,3451,11322,44,160,Barren,0,10.56
36.56683923153605,-118.26686179308254,7016,23019,4.359570249865716,3455,11335,27,138,Barren,0,10.66
36.56677334997141,-118.26718507487136,7046,23116,4.378099372959745,3458,11345,18,155,Barren,0,10.45
36.56675770397797,-118.26751432007342,7075,23213,4.396422668521818,3461,11355,30,160,Barren,0,8.55
36.56671838419786,-118.26785100542776,7106,23313,4.415324023456606,3463,11362,22,159,Barren,0,4.91
